Image+AF8-Name,DOMAIN,REP,xx,yy,R,G,B,Y
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,400,448,119,123,26,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,208,496,139,146,66,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,208,304,116,138,56,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,160,64,149,154,87,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,256,304,120,131,73,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,256,64,64,87,19,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,256,16,137,145,70,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,64,208,150,156,92,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,112,400,115,133,59,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,304,304,108,117,36,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,352,448,76,90,31,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,448,208,72,89,35,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,256,160,100,108,49,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,208,16,131,150,69,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,352,160,83,87,36,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,400,256,135,140,74,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,496,160,140,143,64,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,448,352,70,83,27,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,256,352,109,128,49,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,112,256,120,127,60,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,112,448,70,91,34,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,112,352,106,110,33,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,304,448,136,137,67,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,64,304,84,104,43,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,64,256,58,70,22,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,160,208,131,137,73,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,160,16,57,69,23,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,304,256,143,154,78,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,400,16,82,103,47,2
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,160,256,22,32,7,2
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,304,352,22,38,12,2
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,496,496,19,28,9,2
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,208,352,14,27,7,2
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,352,496,21,29,8,2
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,16,112,12,16,1,2
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,16,16,20,25,2,2
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,256,448,24,29,6,2
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,448,64,18,23,3,2
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,496,16,8,9,3,2
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,496,112,12,12,2,2
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,16,256,29,30,0,2
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,160,352,8,17,0,2
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TEST,64,16,22,14,3,2
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,400,112,138,150,82,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,16,160,144,140,48,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,112,112,131,140,60,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,64,64,116,115,70,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,256,256,91,108,45,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,64,496,160,165,73,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,352,112,134,138,60,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,208,208,142,152,96,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,400,208,147,153,87,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,496,352,93,117,48,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,496,400,60,73,16,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,112,64,158,157,73,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,16,352,214,181,133,0
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,16,400,219,181,127,0
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,160,496,77,93,27,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,304,64,115,123,45,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,304,400,122,132,41,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,496,304,111,120,54,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,448,256,105,115,45,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,448,112,72,77,12,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,400,496,71,82,15,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,16,64,96,131,50,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,64,112,110,122,38,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,304,208,137,143,78,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,16,304,137,146,84,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180718+AF8-PDT+AF8-Picaute masset+AF8-crop892+AC0-892+AF8-DSC05693,P2S2,TRAIN,256,496,84,101,37,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,304,16,83,113,59,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,16,16,122,136,49,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,352,400,118,129,63,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,160,112,143,150,55,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,16,256,96,112,47,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,304,160,140,143,74,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,64,64,116,125,46,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,448,64,108,116,41,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,304,256,167,162,94,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,256,400,124,131,61,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,112,16,159,168,87,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,256,448,72,93,24,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,256,256,156,152,79,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,112,256,46,65,10,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,64,304,81,93,43,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,160,400,190,189,124,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,208,64,59,78,22,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,400,400,76,92,21,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,304,304,105,117,41,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,208,256,157,159,84,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,496,208,110,124,47,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,304,208,176,171,103,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,160,304,171,179,104,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,496,448,104,77,34,0
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,448,160,85,85,21,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,448,112,82,95,23,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,352,352,113,122,39,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,160,64,129,134,50,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,304,400,67,89,24,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,208,208,96,83,38,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,352,16,98,100,63,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,112,64,110,124,39,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,16,112,125,115,53,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,64,208,67,91,15,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,256,304,172,176,100,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,304,448,89,110,35,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,496,112,133,139,53,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,352,208,127,159,74,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,208,400,141,127,64,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,16,208,81,104,22,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,256,160,178,180,115,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,64,112,116,126,40,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,400,112,186,199,127,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,352,160,180,179,112,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,208,160,50,68,6,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,256,112,76,96,33,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,304,352,100,111,33,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,64,496,75,86,46,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,448,16,77,88,19,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,208,16,132,146,67,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,160,256,37,55,3,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,448,208,122,140,56,1
P2S2+AF8-Site+AF8-4+AF8-2017+AC0-2018+AF8-DHP+AF8-20180808+AF8-betterave+AF8-Campagne de l'ANG+AF8-crop424+AC0-424+AF8-DSC06940,P2S2,TEST,400,304,128,135,55,1
